mods_file,congress_id,context,bill_number,bill_type
CREC-2017-01-23-pt1-PgH579.xml,115,FIRSTPARAGRAPH,588,HR
CREC-2017-01-23-pt1-PgH579.xml,115,HEADERLINE,588,HR
CREC-2017-01-23-pt1-PgH579.xml,115,OTHER,588,HR
CREC-2017-01-23-pt1-PgH581.xml,115,OTHER,555,HR
CREC-2017-01-23-pt1-PgH581.xml,115,OTHER,1301,HR
CREC-2017-01-23-pt1-PgH581.xml,115,HEADERLINE,555,HR
CREC-2017-01-23-pt1-PgH581.xml,115,FIRSTPARAGRAPH,555,HR
CREC-2017-01-23-pt1-PgH583.xml,115,OTHER,460,HR
CREC-2017-01-23-pt1-PgH583.xml,115,FIRSTPARAGRAPH,460,HR
CREC-2017-01-23-pt1-PgH583.xml,115,HEADERLINE,460,HR
CREC-2017-01-23-pt1-PgH586.xml,115,HEADERLINE,599,HR
CREC-2017-01-23-pt1-PgH586.xml,115,OTHER,599,HR
CREC-2017-01-23-pt1-PgH586.xml,115,FIRSTPARAGRAPH,599,HR
CREC-2017-01-23-pt1-PgH588.xml,115,OTHER,582,HR
CREC-2017-01-23-pt1-PgH588.xml,115,HEADERLINE,582,HR
CREC-2017-01-23-pt1-PgH588.xml,115,FIRSTPARAGRAPH,582,HR
CREC-2017-01-23-pt1-PgH592.xml,115,FIRSTPARAGRAPH,582,HR
CREC-2017-01-23-pt1-PgH592.xml,115,OTHER,423,HR
CREC-2017-01-23-pt1-PgH592.xml,115,OTHER,582,HR
CREC-2017-01-23-pt1-PgH593-7.xml,115,FIRSTPARAGRAPH,7,HR
CREC-2017-01-23-pt1-PgH593-7.xml,115,OTHER,7,HR
CREC-2017-01-23-pt1-PgH594-3.xml,115,OTHER,7,HR
CREC-2017-01-23-pt1-PgS369-4.xml,115,OTHER,191,S
CREC-2017-01-23-pt1-PgS400.xml,115,OTHER,191,S
CREC-2017-01-23-pt1-PgS400.xml,115,FIRSTPARAGRAPH,187,S
CREC-2017-01-23-pt1-PgS400.xml,115,HEADERLINE,187,S
CREC-2017-01-23-pt1-PgS400.xml,115,OTHER,187,S
CREC-2017-01-23-pt1-PgS404-4.xml,115,FIRSTPARAGRAPH,19,SRES
CREC-2017-01-23-pt1-PgS404-4.xml,115,OTHER,19,SRES
CREC-2017-01-24-pt1-PgH617-4.xml,115,OTHER,7,HR
CREC-2017-01-24-pt1-PgH617-4.xml,115,FIRSTPARAGRAPH,7,HR
